-0.025004 0.022504 0.091996 0.056215 0.129045 0.139489 0.234491 -0.045829 0.020036 0.093613 -0.006093 -0.000336 0.038212 -0.160102 -0.022401 0.084012 0.104898 0.158350 0.032171 -0.253178 0.062184 0.067932 0.002107 -0.001190 -0.058798 0.060403 -0.134512 -0.139702 0.091866 0.011949 0.064605 0.311831 0.002483 0.027933 -0.000121 -0.000784 0.002612 -0.038069 0.151839 -0.097903 0.107589 -0.079900 -0.026414 0.114342 -0.000027 0.026399 -0.031215 -0.051763 -0.025124 -0.004958
0.115662 0.098417 -0.020381 -0.048728 0.030643 0.007433 -0.138569 0.147131 0.080887 -0.006754 -0.001037 0.163792 0.000002 -0.138829 0.226634 -0.122964 -0.031804 -0.025113 0.075621 -0.164296 -0.007028 0.192736 0.045748 -0.115747 -0.027273 0.114292 0.366869 0.032595 -0.010420 0.251180 0.004463 -0.022775 -0.051480 -0.015474 0.000128 -0.051513 0.080654 -0.057796 -0.003455 0.025585 -0.175655 0.253112 0.088751 0.086883 0.003840 0.297095 0.108701 0.113445 0.001507 0.051646
-0.286556 0.056106 -0.025453 -0.090716 0.038399 -0.097586 0.005541 -0.046446 -0.064080 -0.078213 -0.056435 0.091995 -0.127304 -0.056832 -0.207398 0.248937 -0.023024 0.153627 0.003779 0.051802 -0.044842 -0.175826 0.111597 -0.203007 -0.096192 -0.027691 0.027072 -0.055253 -0.010522 0.030948 -0.085854 -0.191037 0.016254 -0.020575 0.082473 0.138893 -0.066731 0.086828 0.080814 -0.075756 -0.154662 -0.132812 -0.032403 0.082450 0.012055 0.015259 -0.000754 0.027144 -0.073272 -0.149178
0.128868 -0.021839 -0.000029 0.111042 0.132961 -0.019399 -0.175117 0.047647 0.022524 0.006616 0.198603 -0.031877 0.099561 -0.118927 -0.091792 -0.145380 -0.243021 -0.057625 -0.104887 0.207861 0.034944 -0.100670 0.012449 -0.029089 -0.035460 -0.051518 0.200199 0.008360 -0.005653 -0.018399 0.148973 -0.044580 -0.029121 0.038148 0.015909 0.098433 0.000302 -0.013388 0.002690 0.047166 0.201526 -0.001868 0.023541 0.136552 0.000036 -0.044385 -0.000922 -0.036832 0.108937 0.206224
0.178607 -0.009847 -0.092262 0.052248 -0.049932 -0.064478 0.201850 0.158036 -0.083318 0.111700 -0.015589 0.039684 -0.038480 -0.098169 0.001244 -0.140444 0.072472 0.009634 -0.075929 -0.013757 -0.081623 0.100021 -0.020015 -0.178304 -0.185519 -0.025389 0.094047 0.176552 -0.054357 0.151979 -0.090114 0.016652 -0.007547 0.005129 -0.046134 0.135367 -0.132905 -0.047417 0.087470 -0.076464 0.024897 0.025893 -0.020054 -0.059818 -0.013207 -0.073750 0.060364 -0.159435 -0.077871 0.099599
0.030737 0.062577 0.003205 0.159273 -0.119102 0.001242 -0.001908 0.122626 0.133668 -0.019117 -0.040646 -0.000045 -0.042916 0.154282 -0.070939 0.123594 -0.157768 -0.070413 0.020812 0.158443 0.062540 0.023463 -0.038849 0.013034 0.084311 0.113472 0.007904 -0.094316 -0.055270 -0.099829 -0.166357 -0.019174 0.158257 -0.012519 0.051269 0.155332 0.150396 0.051064 0.068099 -0.053448 -0.053119 -0.028038 -0.026808 -0.005803 -0.111481 0.092139 0.167754 0.130886 0.062201 0.115596
0.061529 -0.100048 -0.012877 0.174257 0.006079 -0.024195 -0.028430 -0.016799 0.050971 -0.000386 -0.019573 -0.001595 -0.098345 0.136041 -0.050420 -0.155769 -0.111893 -0.176995 -0.027618 -0.058395 -0.025304 -0.006086 0.176740 0.055670 0.098566 -0.078308 0.031019 0.070745 0.005642 -0.131287 0.016860 -0.125806 -0.049900 0.068691 -0.010145 -0.131562 -0.028988 -0.142006 0.105621 -0.101910 0.138054 -0.087259 -0.031830 -0.077736 -0.096558 -0.019175 -0.057986 -0.204719 0.097253 -0.009922
0.126752 0.026163 0.108431 -0.271847 0.137328 0.003284 -0.047844 -0.047466 -0.144559 -0.027211 -0.157034 -0.000367 -0.042904 0.038002 0.002163 0.003360 -0.155530 0.036716 0.146979 -0.026912 -0.057744 -0.136393 -0.004126 0.014009 0.051536 0.074358 0.048595 0.036874 -0.175596 0.095246 -0.041383 0.079421 0.025800 -0.013639 -0.000170 0.176877 0.052891 -0.046774 -0.022584 -0.095885 -0.031528 0.078604 -0.032460 0.099246 -0.015050 0.031260 -0.115897 0.050173 -0.040901 -0.147809
-0.071208 -0.047663 0.000117 -0.080322 0.095701 -0.042876 -0.151297 -0.032978 0.129226 -0.112650 -0.024779 0.076322 0.035693 -0.039245 0.119437 -0.143720 -0.210409 0.152410 -0.002186 0.142621 -0.015950 -0.037826 -0.062197 -0.041673 0.012801 -0.053977 0.101271 0.153711 -0.060134 0.150877 -0.032247 0.064594 -0.047018 0.019215 -0.053327 0.125636 0.021128 -0.194601 -0.050052 -0.032506 -0.144620 0.061738 -0.110313 -0.053101 -0.037448 -0.155951 -0.000670 0.048530 -0.064822 -0.086577
-0.005473 -0.035182 0.042793 -0.042911 0.063958 0.000192 0.073741 0.030752 -0.030506 -0.005355 -0.001771 -0.000213 -0.004483 -0.019339 -0.052069 0.129492 0.050629 0.002788 0.034210 0.111749 0.179340 -0.162962 0.042065 0.083318 -0.053729 -0.055816 -0.055050 0.027948 -0.002988 -0.019721 0.032226 0.183273 -0.017839 -0.028276 0.000000 -0.144912 0.002672 -0.010840 -0.024892 0.115064 -0.098658 -0.016813 -0.001134 -0.132054 -0.000000 0.007893 -0.018641 0.016147 0.002370 -0.086942
