0.093083 -0.097089 -0.022107 -0.075323 -0.120903 0.001045 -0.106587 -0.051051 -0.146449 -0.051720 0.014952 0.232684 0.071941 -0.245679 0.096600 -0.022000 0.048073 -0.114589 -0.053268 -0.130601 0.074738 -0.181941 0.011518 0.035694 -0.205872 -0.011752 -0.123197 -0.063378 -0.094056 -0.038858 -0.062611 0.034262 0.072048 0.169936 -0.037581 -0.068249 -0.139908 -0.027311 -0.016943 0.125393 -0.112403 -0.293377 0.048609 -0.098170 -0.019263 0.117635 0.008563 -0.010503 -0.146294 -0.068736 -0.061937 -0.337914 -0.021583 -0.048858 -0.179336 -0.083963 -0.068807 -0.103997 -0.131713 -0.214511 -0.061868 -0.076875 -0.141442 -0.016849 0.041823 0.038260 0.049952 -0.040293 -0.006756 0.073327 -0.109383 -0.189546 -0.208316 -0.142501 -0.091906 -0.157011 0.027569 -0.032542 0.033756 -0.137187 -0.164011 -0.141832 -0.262959 -0.112961 0.018897 -0.096080 0.042678 -0.111213 -0.015771 -0.049000 -0.220754 -0.019338 -0.158147 -0.263339 -0.159476 0.052432 -0.102597 0.031625 -0.193422 0.026611
0.023485 -0.014542 -0.383195 -0.240951 0.074078 0.035091 0.139528 -0.227270 0.034691 -0.017839 0.066528 -0.111925 -0.161881 -0.120451 -0.051094 -0.172405 -0.171359 0.003103 -0.308010 0.045536 -0.040278 0.062339 0.194156 -0.099336 -0.058488 0.011267 -0.108687 -0.001752 0.095684 0.014418 0.081105 0.170934 -0.024344 -0.131507 0.025820 -0.142388 -0.107258 -0.016735 0.167845 -0.125174 -0.108626 0.110037 -0.184431 -0.091836 0.006516 -0.284319 -0.197559 0.215130 -0.104569 0.052502 -0.034724 -0.269662 -0.004983 -0.140547 -0.034922 -0.086664 -0.001233 -0.177264 -0.048660 -0.144171 -0.015524 0.126070 0.035169 -0.088284 -0.100763 -0.090048 -0.050340 -0.172483 0.014163 -0.086539 -0.199809 -0.029791 0.171437 -0.079891 -0.036110 -0.031761 0.113064 0.209837 0.168464 -0.040609 0.067469 -0.133564 -0.089140 0.084274 -0.096481 0.171178 -0.178815 0.004040 0.173203 -0.050359 0.190442 -0.066399 -0.103423 -0.106862 0.154822 -0.028093 -0.074403 -0.052718 -0.088736 -0.146486
-0.039009 -0.066051 -0.135281 0.070243 0.173192 -0.119587 -0.090254 -0.026567 -0.208808 0.040939 0.072622 0.005314 0.046749 -0.189487 0.240899 0.092606 -0.187185 -0.169056 -0.257983 0.131477 0.023963 -0.041176 0.166749 -0.150951 -0.196202 0.051616 -0.387746 0.042694 -0.005470 0.115032 0.131127 -0.222422 0.004578 -0.098119 -0.021003 0.001251 -0.138756 -0.120327 0.020588 0.051372 0.009402 -0.093610 -0.172292 0.093392 -0.021769 -0.014649 -0.219448 -0.186468 0.010331 -0.108680 -0.049699 -0.013493 -0.150628 0.094718 -0.163673 -0.091122 -0.025275 -0.092647 -0.058011 -0.035667 0.036864 0.056341 -0.263723 -0.312268 -0.042636 0.182786 0.070899 -0.248629 0.062224 0.012507 -0.093665 -0.014106 -0.074962 0.051870 0.019472 -0.123903 0.085336 -0.097134 -0.160596 0.068262 -0.271219 -0.017827 -0.231367 -0.058842 0.105258 -0.059304 -0.101605 -0.099333 -0.076064 -0.225844 0.147067 -0.121785 -0.132944 0.021204 -0.099338 0.002144 0.010728 0.099076 0.107470 -0.092713
0.003285 0.008485 -0.049029 0.001046 0.055394 0.090263 -0.070964 0.054942 0.011604 0.034037 -0.007852 -0.071397 -0.041500 0.001893 -0.048139 0.018144 -0.046110 0.050582 -0.001125 -0.093979 -0.048215 0.008131 -0.015001 -0.042304 0.096061 0.025169 -0.023100 -0.027878 -0.002638 -0.013141 0.162271 0.004331 0.002285 -0.037353 -0.004685 -0.055095 0.017624 0.004765 -0.025672 0.159284 0.053801 0.046473 -0.001504 0.008995 0.034564 0.007635 0.003923 0.011654 -0.024996 -0.011546 -0.042478 0.004757 0.015212 -0.188721 0.005264 -0.012998 -0.017911 0.081841 -0.009040 -0.022291 -0.018365 -0.126651 0.294330 -0.006951 -0.108336 -0.055466 -0.061846 0.023783 0.018154 -0.009398 0.059637 -0.054762 -0.011772 -0.063562 0.000016 0.021602 -0.028868 -0.006257 -0.015952 0.220654 -0.023625 -0.025755 0.062368 -0.006033 0.000710 -0.034723 -0.002627 -0.157318 0.013597 0.010971 -0.074092 0.022005 -0.010963 0.077807 -0.006030 -0.000417 -0.030765 -0.017044 -0.021963 -0.052591
0.168678 -0.029446 -0.308282 -0.139690 -0.138730 -0.197841 -0.008205 -0.169915 -0.334944 0.058789 -0.051736 0.104620 0.041790 -0.047775 -0.023182 -0.195648 -0.063206 -0.240053 -0.173714 -0.350609 -0.019188 -0.035645 0.062383 0.045602 0.108925 0.142446 0.013284 -0.079970 0.048817 -0.100577 -0.000635 0.038744 0.023842 -0.099614 -0.085797 -0.098303 0.264511 0.068642 0.029353 0.082826 -0.098986 0.047023 0.003390 0.018915 0.039797 0.165152 0.094559 0.063357 0.146164 0.159840 -0.136610 0.040166 0.045177 -0.044947 -0.009251 -0.085908 -0.163873 0.023296 0.048891 -0.009072 -0.037897 0.015255 0.197940 0.071563 -0.186397 0.211786 -0.033070 0.118163 -0.184948 0.153757 -0.190587 -0.117681 0.005330 0.093001 -0.102011 -0.111150 0.097102 0.024909 0.028266 0.033891 0.070390 0.131191 -0.027670 -0.055257 -0.106648 0.021025 0.139437 0.086642 -0.008108 -0.005073 0.109058 -0.179955 0.145011 -0.087076 -0.187357 -0.036469 0.032410 0.029819 0.019397 -0.033567
-0.229201 0.165431 0.010589 -0.044417 -0.090435 0.069982 0.056921 0.109547 -0.135412 -0.020240 -0.086098 0.035066 -0.070717 0.137558 0.038593 0.009474 -0.063816 0.013090 -0.094407 -0.053812 -0.098101 0.006215 0.008274 0.055477 0.031152 0.202429 -0.144142 -0.152495 -0.019131 0.003842 -0.013379 0.080923 0.009081 0.102220 0.082436 -0.044021 0.240543 -0.011326 0.057776 -0.114682 0.171306 -0.001377 0.080544 -0.092995 0.161470 0.109229 0.013241 -0.080376 -0.020977 0.062212 0.045975 -0.025504 0.052043 -0.337554 -0.040573 -0.174153 -0.070317 -0.075854 0.247562 -0.018502 -0.021426 -0.086619 0.041563 0.092652 -0.043155 0.048075 -0.060293 -0.201389 0.046048 0.046093 0.042938 -0.105327 -0.072427 0.104714 0.002024 -0.034102 0.041489 -0.063965 0.009610 -0.276181 -0.036132 0.093107 -0.081094 0.034895 -0.172959 0.312347 0.160513 -0.100139 0.245603 -0.019217 0.023218 -0.102774 -0.133119 0.162161 0.075069 -0.192748 0.021617 -0.337476 -0.098189 0.237262
-0.000001 0.004883 0.018252 0.001203 -0.006911 0.026858 0.113489 -0.032190 -0.091436 0.002942 0.000634 -0.011169 0.211835 -0.043624 0.043444 -0.033792 -0.029009 -0.001986 0.126621 -0.040564 0.033415 0.004841 0.000031 -0.006886 0.169785 -0.001941 -0.000232 -0.055672 0.001604 0.000381 -0.070639 -0.031274 -0.057751 0.039310 -0.000186 -0.019537 -0.127312 -0.000089 -0.006394 -0.023722 0.008725 0.042743 -0.000051 0.019466 0.010480 -0.011525 -0.005281 -0.026249 0.010849 0.070782 -0.022695 0.017197 0.019750 0.060757 -0.000029 -0.040111 -0.001314 -0.007858 -0.046954 0.030470 -0.000694 0.113862 0.088132 -0.000647 0.001406 -0.126368 -0.009617 0.064396 0.000010 -0.026665 -0.076025 0.143214 -0.004003 0.009191 -0.000000 -0.001751 0.014381 0.000250 -0.000000 0.111303 -0.058652 -0.006381 -0.031899 0.006799 -0.023378 0.036403 -0.014113 -0.056455 0.013216 0.000110 -0.020521 0.008383 -0.019882 -0.006308 -0.002959 0.013332 -0.000782 -0.006086 0.004291 0.108009
0.036803 -0.008434 -0.143951 0.055636 -0.038789 -0.078582 0.041600 -0.108122 -0.143703 -0.126635 -0.201953 -0.021918 0.070201 -0.226849 0.045316 -0.067284 0.183680 -0.032732 0.027797 0.068485 0.014302 -0.030767 -0.084995 -0.001404 0.023444 -0.074440 0.216798 0.019152 -0.040610 -0.064139 0.061676 -0.155713 0.203028 0.138775 -0.056324 0.018439 -0.105726 0.036490 0.136230 0.182785 0.131817 -0.044942 -0.132173 -0.076535 0.146204 0.117146 0.081884 -0.106617 -0.138286 0.192215 0.100810 -0.133009 0.092065 -0.273657 -0.100536 -0.008381 -0.247908 0.023049 0.115587 0.009258 -0.090448 -0.089038 -0.102657 -0.123041 -0.056524 -0.099196 -0.173587 -0.021472 0.089911 -0.012686 -0.031065 0.174229 -0.052721 -0.041598 -0.057982 -0.006399 0.182757 0.057009 0.103602 -0.011601 -0.134581 0.092683 -0.037326 0.016546 0.104490 -0.079688 0.028946 -0.027092 0.212651 0.085196 0.074157 0.076390 0.030295 -0.062571 -0.046732 -0.081653 0.044272 0.036093 -0.162934 -0.234195
-0.025929 -0.137552 -0.275590 -0.198344 -0.183117 -0.101007 -0.030440 -0.115245 -0.167820 -0.146363 -0.098503 0.078301 -0.000907 -0.255836 0.053321 -0.019876 -0.208234 -0.125237 -0.264577 -0.048580 -0.099602 -0.153145 -0.050230 0.068654 -0.063743 -0.023578 0.064938 0.047861 -0.087924 -0.046334 0.067418 0.035303 -0.094449 -0.146540 0.007653 -0.167015 0.039202 -0.102389 -0.020656 0.065977 0.102548 -0.073020 -0.111616 0.108365 -0.011862 -0.181677 -0.225914 0.119362 -0.113573 -0.025917 0.063525 -0.210250 -0.178334 0.110895 -0.012698 -0.024904 0.027701 -0.087198 0.077897 -0.076866 -0.118139 0.036731 0.021722 -0.068243 -0.302665 0.048930 0.025715 -0.165415 -0.145433 -0.205798 -0.002621 0.071081 0.167292 -0.251263 -0.029558 -0.266677 -0.184297 -0.188092 0.034207 0.087888 -0.091545 -0.035717 0.095178 -0.072490 -0.125378 0.015451 -0.189756 -0.026012 -0.003464 -0.056906 0.055268 0.189706 -0.000857 0.156603 -0.020556 0.028245 -0.169635 -0.209752 -0.163214 0.063111
-0.012188 -0.052955 -0.055091 0.097891 -0.060229 0.072440 -0.024919 -0.086277 0.034670 0.018644 0.046702 -0.174653 0.083524 0.062133 0.033395 -0.084372 0.014618 0.072213 0.065707 -0.103762 0.080265 0.056625 0.046850 -0.106698 -0.082386 -0.121162 -0.023887 -0.024954 -0.000036 -0.005678 0.221799 -0.092529 0.034731 0.159612 0.009892 0.017632 0.120360 0.016791 -0.042939 0.002972 -0.064056 0.007356 -0.030437 -0.054911 0.014360 -0.102334 -0.045075 0.032419 0.079268 -0.078676 0.057523 0.021262 -0.149967 -0.076207 0.059035 -0.057969 0.039824 0.033206 -0.076868 0.028064 -0.041630 -0.210546 0.140698 -0.117045 -0.132686 0.085149 0.118884 0.048154 -0.011288 0.059311 0.094883 0.128076 0.028826 0.056420 -0.013554 0.009299 0.023228 -0.057594 0.000018 -0.130114 -0.088211 0.014642 0.042418 -0.008520 0.035200 0.049740 -0.106276 -0.185864 -0.137617 -0.009033 0.001865 -0.158696 0.061795 0.150526 -0.024683 -0.018333 0.153531 -0.037918 -0.024839 0.082157
